spendingType,date,amountOfMoney,description,index,spendingTypeText
"8","8/7/2018","806","","9439","UTILITIES"
"6","3/10/2009","1929","","9440","SPORT"
"0","1/13/2012","431","","9441","ART"
"6","10/24/2013","1357","","9442","SPORT"
"1","6/27/2009","1639","","9443","EDUCATION"
"1","11/20/2015","1369","","9444","EDUCATION"
"0","1/26/2010","250","","9445","ART"
"4","6/22/2018","62","","9446","SOCIAL_WELFARE"
"5","5/28/2015","1432","","9447","SOCIETY_DEFENCE"
"8","5/4/2010","1220","","9448","UTILITIES"
"5","1/28/2009","548","","9449","SOCIETY_DEFENCE"
"5","3/20/2012","601","","9450","SOCIETY_DEFENCE"
"2","10/25/2009","1127","","9451","GOVERNANCE"
"8","11/4/2011","1006","","9452","UTILITIES"
"6","6/14/2016","554","","9453","SPORT"
"6","4/4/2010","1271","","9454","SPORT"
"5","7/23/2011","1184","","9455","SOCIETY_DEFENCE"
"6","2/5/2009","1543","","9456","SPORT"
"3","10/15/2009","237","","9457","INTERGOVERNMENTAL_TRANSFERS"
"2","3/18/2010","1396","","9458","GOVERNANCE"
"5","9/22/2017","573","","9459","SOCIETY_DEFENCE"
"1","1/19/2013","843","","9460","EDUCATION"
"5","8/25/2018","893","","9461","SOCIETY_DEFENCE"
"3","7/16/2010","196","","9462","INTERGOVERNMENTAL_TRANSFERS"
"3","10/25/2011","1425","","9463","INTERGOVERNMENTAL_TRANSFERS"
"0","4/6/2014","1936","","9464","ART"
"4","8/3/2010","929","","9465","SOCIAL_WELFARE"
"3","11/20/2013","412","","9466","INTERGOVERNMENTAL_TRANSFERS"
"5","1/22/2017","316","","9467","SOCIETY_DEFENCE"
"3","7/21/2018","1005","","9468","INTERGOVERNMENTAL_TRANSFERS"
"0","7/11/2010","1182","","9469","ART"
"1","2/1/2018","703","","9470","EDUCATION"
"3","4/26/2010","340","","9471","INTERGOVERNMENTAL_TRANSFERS"
"4","1/26/2011","1299","","9472","SOCIAL_WELFARE"
"0","8/26/2009","826","","9473","ART"
"2","6/4/2013","1481","","9474","GOVERNANCE"
"6","6/4/2015","1109","","9475","SPORT"
"2","6/8/2017","1640","","9476","GOVERNANCE"
"5","4/16/2011","1531","","9477","SOCIETY_DEFENCE"
"7","8/18/2016","1557","","9478","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/11/2011","1904","","9479","UTILITIES"
"7","7/20/2010","1388","","9480","TRANSPORT_ROADS_HOUSEHOLD"
"5","6/13/2013","59","","9481","SOCIETY_DEFENCE"
"0","6/13/2009","1738","","9482","ART"
"4","4/18/2014","1165","","9483","SOCIAL_WELFARE"
"8","2/12/2014","1477","","9484","UTILITIES"
"2","7/1/2012","912","","9485","GOVERNANCE"
"4","7/20/2017","1650","","9486","SOCIAL_WELFARE"
"8","2/19/2015","939","","9487","UTILITIES"
"0","1/23/2014","1989","","9488","ART"
"5","7/10/2009","62","","9489","SOCIETY_DEFENCE"
"6","5/3/2016","1614","","9490","SPORT"
"3","8/20/2011","1780","","9491","INTERGOVERNMENTAL_TRANSFERS"
"4","6/22/2016","758","","9492","SOCIAL_WELFARE"
"4","11/2/2015","1394","","9493","SOCIAL_WELFARE"
"5","2/19/2018","23","","9494","SOCIETY_DEFENCE"
"6","1/5/2015","38","","9495","SPORT"
"2","3/17/2016","1119","","9496","GOVERNANCE"
"5","8/20/2015","1385","","9497","SOCIETY_DEFENCE"
"2","2/14/2013","1432","","9498","GOVERNANCE"
"1","3/22/2009","906","","9499","EDUCATION"
"7","5/24/2009","1337","","9500","TRANSPORT_ROADS_HOUSEHOLD"
"0","2/25/2016","1368","","9501","ART"
"4","5/11/2012","1245","","9502","SOCIAL_WELFARE"
"2","3/17/2013","1466","","9503","GOVERNANCE"
"6","1/10/2010","1334","","9504","SPORT"
"7","7/18/2013","1626","","9505","TRANSPORT_ROADS_HOUSEHOLD"
"2","11/18/2017","468","","9506","GOVERNANCE"
"5","9/24/2014","1466","","9507","SOCIETY_DEFENCE"
"0","11/7/2015","1950","","9508","ART"
"4","6/19/2011","645","","9509","SOCIAL_WELFARE"
"4","8/24/2016","1242","","9510","SOCIAL_WELFARE"
"1","11/4/2009","110","","9511","EDUCATION"
"1","4/7/2012","442","","9512","EDUCATION"
"5","9/8/2014","1844","","9513","SOCIETY_DEFENCE"
"3","3/20/2012","1075","","9514","INTERGOVERNMENTAL_TRANSFERS"
"4","9/14/2016","812","","9515","SOCIAL_WELFARE"
"1","8/23/2018","640","","9516","EDUCATION"
"4","7/27/2009","979","","9517","SOCIAL_WELFARE"
"5","10/19/2017","584","","9518","SOCIETY_DEFENCE"
"4","4/1/2011","1798","","9519","SOCIAL_WELFARE"
"0","5/27/2012","1569","","9520","ART"
"3","10/11/2016","1597","","9521","INTERGOVERNMENTAL_TRANSFERS"
"7","2/22/2016","812","","9522","TRANSPORT_ROADS_HOUSEHOLD"
"0","8/6/2015","607","","9523","ART"
"5","10/26/2011","394","","9524","SOCIETY_DEFENCE"
"5","6/4/2011","362","","9525","SOCIETY_DEFENCE"
"1","7/16/2016","103","","9526","EDUCATION"
"6","10/16/2015","155","","9527","SPORT"
"4","9/16/2018","52","","9528","SOCIAL_WELFARE"
"2","9/1/2011","1773","","9529","GOVERNANCE"
"2","9/19/2014","787","","9530","GOVERNANCE"
"0","7/18/2016","1289","","9531","ART"
"3","6/26/2017","1493","","9532","INTERGOVERNMENTAL_TRANSFERS"
"6","1/26/2015","868","","9533","SPORT"
"3","3/22/2010","182","","9534","INTERGOVERNMENTAL_TRANSFERS"
"5","4/23/2009","1629","","9535","SOCIETY_DEFENCE"
"2","2/6/2009","1580","","9536","GOVERNANCE"
"0","4/8/2018","1988","","9537","ART"
"1","11/14/2010","419","","9538","EDUCATION"
"3","11/27/2010","1824","","9539","INTERGOVERNMENTAL_TRANSFERS"
"7","9/13/2009","1343","","9540","TRANSPORT_ROADS_HOUSEHOLD"
"4","6/21/2015","1618","","9541","SOCIAL_WELFARE"
"8","2/25/2015","15","","9542","UTILITIES"
"4","5/16/2017","438","","9543","SOCIAL_WELFARE"
"7","2/15/2017","672","","9544","TRANSPORT_ROADS_HOUSEHOLD"
"2","9/26/2014","163","","9545","GOVERNANCE"
"0","10/15/2009","177","","9546","ART"
"5","8/11/2012","1229","","9547","SOCIETY_DEFENCE"
"5","11/26/2011","1176","","9548","SOCIETY_DEFENCE"
"5","8/5/2018","494","","9549","SOCIETY_DEFENCE"
"1","6/28/2014","1945","","9550","EDUCATION"
"1","10/22/2013","1873","","9551","EDUCATION"
"2","2/9/2011","911","","9552","GOVERNANCE"
"0","8/18/2009","347","","9553","ART"
"3","7/11/2017","1092","","9554","INTERGOVERNMENTAL_TRANSFERS"
"8","6/4/2010","1306","","9555","UTILITIES"
"5","8/14/2010","755","","9556","SOCIETY_DEFENCE"
"8","6/23/2012","1457","","9557","UTILITIES"
"7","9/22/2017","791","","9558","TRANSPORT_ROADS_HOUSEHOLD"
"7","5/11/2010","486","","9559","TRANSPORT_ROADS_HOUSEHOLD"
"5","8/18/2018","594","","9560","SOCIETY_DEFENCE"
"7","5/23/2013","746","","9561","TRANSPORT_ROADS_HOUSEHOLD"
"7","6/23/2012","844","","9562","TRANSPORT_ROADS_HOUSEHOLD"
"8","11/23/2018","1825","","9563","UTILITIES"
"1","1/8/2017","1864","","9564","EDUCATION"
"7","4/25/2015","44","","9565","TRANSPORT_ROADS_HOUSEHOLD"
"1","7/20/2010","1316","","9566","EDUCATION"
"5","5/9/2017","1113","","9567","SOCIETY_DEFENCE"
"2","9/1/2015","1813","","9568","GOVERNANCE"
"2","11/5/2018","913","","9569","GOVERNANCE"
"5","2/7/2011","566","","9570","SOCIETY_DEFENCE"
"6","7/28/2011","611","","9571","SPORT"
"3","7/26/2018","81","","9572","INTERGOVERNMENTAL_TRANSFERS"
"7","1/5/2016","1289","","9573","TRANSPORT_ROADS_HOUSEHOLD"
"3","8/7/2013","1531","","9574","INTERGOVERNMENTAL_TRANSFERS"
"8","5/4/2017","870","","9575","UTILITIES"
"2","11/14/2012","1683","","9576","GOVERNANCE"
"5","7/3/2013","476","","9577","SOCIETY_DEFENCE"
"0","10/23/2009","364","","9578","ART"
"7","5/26/2010","599","","9579","TRANSPORT_ROADS_HOUSEHOLD"
"8","5/12/2017","1683","","9580","UTILITIES"
"8","4/5/2016","1421","","9581","UTILITIES"
"3","3/7/2015","1106","","9582","INTERGOVERNMENTAL_TRANSFERS"
"0","4/17/2015","160","","9583","ART"
"3","2/20/2017","911","","9584","INTERGOVERNMENTAL_TRANSFERS"
"6","8/19/2011","1105","","9585","SPORT"
"4","5/7/2011","152","","9586","SOCIAL_WELFARE"
"2","4/10/2011","1803","","9587","GOVERNANCE"
"7","8/6/2017","1250","","9588","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/28/2009","532","","9589","EDUCATION"
"0","2/19/2015","332","","9590","ART"
"1","9/28/2015","113","","9591","EDUCATION"
"5","8/1/2013","1284","","9592","SOCIETY_DEFENCE"
"6","9/8/2018","1404","","9593","SPORT"
"7","6/3/2017","1266","","9594","TRANSPORT_ROADS_HOUSEHOLD"
"5","8/11/2016","653","","9595","SOCIETY_DEFENCE"
"2","5/18/2012","941","","9596","GOVERNANCE"
"5","11/14/2016","1514","","9597","SOCIETY_DEFENCE"
"1","6/7/2015","1243","","9598","EDUCATION"
"3","11/17/2011","1311","","9599","INTERGOVERNMENTAL_TRANSFERS"
"1","11/15/2013","162","","9600","EDUCATION"
"4","4/18/2009","451","","9601","SOCIAL_WELFARE"
"1","3/4/2014","1174","","9602","EDUCATION"
"4","11/22/2011","548","","9603","SOCIAL_WELFARE"
"4","5/28/2011","1328","","9604","SOCIAL_WELFARE"
"7","8/2/2013","501","","9605","TRANSPORT_ROADS_HOUSEHOLD"
"2","2/16/2010","1910","","9606","GOVERNANCE"
"2","4/19/2009","1763","","9607","GOVERNANCE"
"6","4/3/2018","272","","9608","SPORT"
"5","10/21/2013","1274","","9609","SOCIETY_DEFENCE"
"2","10/25/2017","1863","","9610","GOVERNANCE"
"1","8/20/2009","1934","","9611","EDUCATION"
"4","3/27/2009","109","","9612","SOCIAL_WELFARE"
"0","6/28/2014","459","","9613","ART"
"7","5/2/2016","41","","9614","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/7/2011","111","","9615","INTERGOVERNMENTAL_TRANSFERS"
"8","3/17/2014","1734","","9616","UTILITIES"
"1","9/18/2013","519","","9617","EDUCATION"
"2","10/6/2016","1265","","9618","GOVERNANCE"
"7","4/24/2010","675","","9619","TRANSPORT_ROADS_HOUSEHOLD"
"3","6/5/2010","948","","9620","INTERGOVERNMENTAL_TRANSFERS"
"1","7/13/2018","1383","","9621","EDUCATION"
"1","9/1/2013","609","","9622","EDUCATION"
"5","8/16/2010","1625","","9623","SOCIETY_DEFENCE"
"5","9/2/2016","1578","","9624","SOCIETY_DEFENCE"
"7","9/8/2012","1270","","9625","TRANSPORT_ROADS_HOUSEHOLD"
"2","11/7/2016","583","","9626","GOVERNANCE"
"6","11/1/2017","738","","9627","SPORT"
"2","4/19/2011","1474","","9628","GOVERNANCE"
"4","4/1/2010","547","","9629","SOCIAL_WELFARE"
"7","9/16/2015","1662","","9630","TRANSPORT_ROADS_HOUSEHOLD"
"6","8/22/2016","990","","9631","SPORT"
"0","4/17/2009","474","","9632","ART"
"3","5/10/2015","1741","","9633","INTERGOVERNMENTAL_TRANSFERS"
"4","10/3/2016","395","","9634","SOCIAL_WELFARE"
"6","11/8/2017","269","","9635","SPORT"
"0","2/26/2018","694","","9636","ART"
"0","11/20/2016","280","","9637","ART"
"7","4/7/2011","1980","","9638","TRANSPORT_ROADS_HOUSEHOLD"
"5","9/20/2018","426","","9639","SOCIETY_DEFENCE"
"8","5/14/2012","1194","","9640","UTILITIES"
"6","5/23/2017","824","","9641","SPORT"
"4","3/6/2017","294","","9642","SOCIAL_WELFARE"
"0","10/17/2014","139","","9643","ART"
"2","8/8/2016","508","","9644","GOVERNANCE"
"1","1/22/2009","1493","","9645","EDUCATION"
"6","6/21/2017","1653","","9646","SPORT"
"2","7/21/2011","750","","9647","GOVERNANCE"
"5","4/22/2017","23","","9648","SOCIETY_DEFENCE"
"5","3/18/2011","1731","","9649","SOCIETY_DEFENCE"
"2","7/20/2017","1616","","9650","GOVERNANCE"
"0","2/25/2010","1497","","9651","ART"
"5","8/18/2014","757","","9652","SOCIETY_DEFENCE"
"0","9/7/2018","1978","","9653","ART"
"7","9/4/2010","389","","9654","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/7/2015","871","","9655","UTILITIES"
"0","4/12/2018","215","","9656","ART"
"7","11/17/2016","986","","9657","TRANSPORT_ROADS_HOUSEHOLD"
"3","8/13/2012","641","","9658","INTERGOVERNMENTAL_TRANSFERS"
"8","9/11/2009","1147","","9659","UTILITIES"
"6","2/27/2009","1138","","9660","SPORT"
"1","5/2/2018","9","","9661","EDUCATION"
"1","11/20/2017","1160","","9662","EDUCATION"
"1","6/1/2009","805","","9663","EDUCATION"
"6","1/27/2009","1280","","9664","SPORT"
"7","4/7/2010","820","","9665","TRANSPORT_ROADS_HOUSEHOLD"
"1","4/26/2011","1514","","9666","EDUCATION"
"7","11/1/2013","800","","9667","TRANSPORT_ROADS_HOUSEHOLD"
"1","11/7/2013","230","","9668","EDUCATION"
"0","9/4/2009","49","","9669","ART"
"5","7/24/2016","1936","","9670","SOCIETY_DEFENCE"
"7","11/6/2016","1184","","9671","TRANSPORT_ROADS_HOUSEHOLD"
"7","9/8/2018","812","","9672","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/21/2014","1798","","9673","TRANSPORT_ROADS_HOUSEHOLD"
"5","7/3/2009","832","","9674","SOCIETY_DEFENCE"
"5","4/7/2014","871","","9675","SOCIETY_DEFENCE"
"6","1/11/2012","484","","9676","SPORT"
"0","11/3/2012","1938","","9677","ART"
"2","7/7/2018","467","","9678","GOVERNANCE"
"3","9/9/2018","97","","9679","INTERGOVERNMENTAL_TRANSFERS"
"8","6/2/2016","882","","9680","UTILITIES"
"5","5/23/2014","869","","9681","SOCIETY_DEFENCE"
"1","11/24/2010","233","","9682","EDUCATION"
"7","5/18/2014","1591","","9683","TRANSPORT_ROADS_HOUSEHOLD"
"0","9/18/2013","772","","9684","ART"
"7","4/26/2015","1332","","9685","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/14/2012","88","","9686","GOVERNANCE"
"3","7/19/2016","834","","9687","INTERGOVERNMENTAL_TRANSFERS"
"7","4/3/2010","59","","9688","TRANSPORT_ROADS_HOUSEHOLD"
"2","10/19/2010","744","","9689","GOVERNANCE"
"7","5/26/2012","1054","","9690","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/9/2015","1771","","9691","INTERGOVERNMENTAL_TRANSFERS"
"4","4/27/2018","97","","9692","SOCIAL_WELFARE"
"0","9/26/2009","1648","","9693","ART"
"1","7/20/2018","87","","9694","EDUCATION"
"2","2/9/2018","171","","9695","GOVERNANCE"
"8","3/22/2014","1899","","9696","UTILITIES"
"7","11/11/2010","185","","9697","TRANSPORT_ROADS_HOUSEHOLD"
"4","5/8/2015","1163","","9698","SOCIAL_WELFARE"
"2","1/14/2012","954","","9699","GOVERNANCE"
"1","2/21/2013","1051","","9700","EDUCATION"
"3","1/2/2012","1480","","9701","INTERGOVERNMENTAL_TRANSFERS"
"4","6/13/2009","1554","","9702","SOCIAL_WELFARE"
"7","6/12/2009","857","","9703","TRANSPORT_ROADS_HOUSEHOLD"
"7","10/28/2017","1950","","9704","TRANSPORT_ROADS_HOUSEHOLD"
"2","9/25/2013","582","","9705","GOVERNANCE"
"6","4/15/2012","418","","9706","SPORT"
"5","9/25/2015","1605","","9707","SOCIETY_DEFENCE"
"1","6/27/2015","270","","9708","EDUCATION"
"4","3/20/2016","1406","","9709","SOCIAL_WELFARE"
"8","11/1/2013","718","","9710","UTILITIES"
"6","11/4/2010","447","","9711","SPORT"
"6","5/19/2010","1629","","9712","SPORT"
"7","10/2/2010","1619","","9713","TRANSPORT_ROADS_HOUSEHOLD"
"7","11/20/2018","1614","","9714","TRANSPORT_ROADS_HOUSEHOLD"
"1","11/27/2013","414","","9715","EDUCATION"
"5","2/9/2018","1769","","9716","SOCIETY_DEFENCE"
"4","1/12/2013","1856","","9717","SOCIAL_WELFARE"
"4","8/28/2018","650","","9718","SOCIAL_WELFARE"
"2","4/6/2011","1708","","9719","GOVERNANCE"
"5","9/3/2009","183","","9720","SOCIETY_DEFENCE"
"1","7/3/2012","957","","9721","EDUCATION"
"4","11/4/2013","1038","","9722","SOCIAL_WELFARE"
"4","9/28/2010","571","","9723","SOCIAL_WELFARE"
"3","3/16/2011","467","","9724","INTERGOVERNMENTAL_TRANSFERS"
"5","9/9/2012","1534","","9725","SOCIETY_DEFENCE"
"1","9/5/2018","1341","","9726","EDUCATION"
"3","1/14/2012","11","","9727","INTERGOVERNMENTAL_TRANSFERS"
"4","4/28/2015","3","","9728","SOCIAL_WELFARE"
"8","9/11/2015","1319","","9729","UTILITIES"
"4","8/7/2012","874","","9730","SOCIAL_WELFARE"
"3","9/19/2009","1238","","9731","INTERGOVERNMENTAL_TRANSFERS"
"7","8/12/2009","1958","","9732","TRANSPORT_ROADS_HOUSEHOLD"
"5","9/16/2014","3","","9733","SOCIETY_DEFENCE"
"3","1/23/2013","1342","","9734","INTERGOVERNMENTAL_TRANSFERS"
"4","4/13/2017","1101","","9735","SOCIAL_WELFARE"
"8","4/2/2017","1424","","9736","UTILITIES"
"7","1/6/2015","732","","9737","TRANSPORT_ROADS_HOUSEHOLD"
"2","11/14/2012","186","","9738","GOVERNANCE"
"3","4/11/2009","1186","","9739","INTERGOVERNMENTAL_TRANSFERS"
"1","3/16/2017","181","","9740","EDUCATION"
"8","10/19/2012","857","","9741","UTILITIES"
"8","9/14/2014","1319","","9742","UTILITIES"
"6","7/20/2016","1770","","9743","SPORT"
"6","6/22/2010","290","","9744","SPORT"
"7","10/21/2018","224","","9745","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/15/2013","166","","9746","SOCIAL_WELFARE"
"1","5/19/2018","750","","9747","EDUCATION"
"1","11/27/2009","1866","","9748","EDUCATION"
"4","6/23/2014","1186","","9749","SOCIAL_WELFARE"
"8","11/13/2016","1542","","9750","UTILITIES"
"1","3/1/2010","1503","","9751","EDUCATION"
"8","5/13/2014","708","","9752","UTILITIES"
"1","1/6/2018","849","","9753","EDUCATION"
"4","5/18/2011","23","","9754","SOCIAL_WELFARE"
"2","8/17/2011","636","","9755","GOVERNANCE"
"1","5/20/2018","577","","9756","EDUCATION"
"5","11/17/2016","534","","9757","SOCIETY_DEFENCE"
"7","11/6/2016","1233","","9758","TRANSPORT_ROADS_HOUSEHOLD"
"4","3/12/2017","38","","9759","SOCIAL_WELFARE"
"2","8/19/2010","86","","9760","GOVERNANCE"
"6","8/18/2017","3","","9761","SPORT"
"7","1/1/2009","1501","","9762","TRANSPORT_ROADS_HOUSEHOLD"
"4","2/25/2009","882","","9763","SOCIAL_WELFARE"
"3","6/24/2017","1154","","9764","INTERGOVERNMENTAL_TRANSFERS"
"1","8/9/2017","579","","9765","EDUCATION"
"5","6/28/2018","508","","9766","SOCIETY_DEFENCE"
"7","8/8/2016","143","","9767","TRANSPORT_ROADS_HOUSEHOLD"
"8","3/6/2011","412","","9768","UTILITIES"
"6","8/18/2018","204","","9769","SPORT"
"3","4/14/2011","1739","","9770","INTERGOVERNMENTAL_TRANSFERS"
"7","8/7/2014","1391","","9771","TRANSPORT_ROADS_HOUSEHOLD"
"1","6/25/2014","26","","9772","EDUCATION"
"4","11/18/2014","329","","9773","SOCIAL_WELFARE"
"7","7/6/2018","860","","9774","TRANSPORT_ROADS_HOUSEHOLD"
"7","7/5/2010","1538","","9775","TRANSPORT_ROADS_HOUSEHOLD"
"8","4/19/2009","458","","9776","UTILITIES"
"6","7/19/2018","1289","","9777","SPORT"
"6","6/8/2014","694","","9778","SPORT"
"2","11/25/2012","1978","","9779","GOVERNANCE"
"2","11/28/2015","1119","","9780","GOVERNANCE"
"4","6/25/2015","1063","","9781","SOCIAL_WELFARE"
"4","4/12/2012","1790","","9782","SOCIAL_WELFARE"
"5","10/7/2013","1557","","9783","SOCIETY_DEFENCE"
"4","10/12/2013","1324","","9784","SOCIAL_WELFARE"
"5","1/20/2012","1651","","9785","SOCIETY_DEFENCE"
"0","4/26/2015","1555","","9786","ART"
"2","4/18/2010","686","","9787","GOVERNANCE"
"6","10/4/2010","1607","","9788","SPORT"
"0","1/10/2018","1187","","9789","ART"
"3","2/1/2016","1676","","9790","INTERGOVERNMENTAL_TRANSFERS"
"8","2/5/2013","400","","9791","UTILITIES"
"5","7/12/2018","487","","9792","SOCIETY_DEFENCE"
"3","7/18/2018","1873","","9793","INTERGOVERNMENTAL_TRANSFERS"
"0","10/19/2013","1244","","9794","ART"
"5","10/3/2014","139","","9795","SOCIETY_DEFENCE"
"4","2/26/2012","1638","","9796","SOCIAL_WELFARE"
"4","4/15/2016","996","","9797","SOCIAL_WELFARE"
"8","8/20/2010","730","","9798","UTILITIES"
"0","9/1/2012","787","","9799","ART"
"6","11/7/2017","1452","","9800","SPORT"
"6","11/23/2009","1849","","9801","SPORT"
"8","10/16/2010","1134","","9802","UTILITIES"
"1","7/25/2013","384","","9803","EDUCATION"
"0","10/28/2012","762","","9804","ART"
"8","6/27/2010","837","","9805","UTILITIES"
"2","8/3/2009","1101","","9806","GOVERNANCE"
"4","3/24/2017","720","","9807","SOCIAL_WELFARE"
"1","10/28/2013","1587","","9808","EDUCATION"
"2","11/2/2011","1233","","9809","GOVERNANCE"
"6","7/23/2010","671","","9810","SPORT"
"0","7/27/2016","1694","","9811","ART"
"8","2/16/2018","702","","9812","UTILITIES"
"8","8/22/2017","1777","","9813","UTILITIES"
"0","8/28/2016","741","","9814","ART"
"6","5/11/2015","1231","","9815","SPORT"
"2","4/20/2013","873","","9816","GOVERNANCE"
"0","1/15/2011","1702","","9817","ART"
"4","1/26/2015","369","","9818","SOCIAL_WELFARE"
"0","7/13/2010","864","","9819","ART"
"0","3/13/2009","626","","9820","ART"
"8","1/13/2011","405","","9821","UTILITIES"
"0","6/5/2013","1239","","9822","ART"
"2","6/23/2017","1054","","9823","GOVERNANCE"
"8","3/18/2012","1363","","9824","UTILITIES"
"5","5/6/2018","1755","","9825","SOCIETY_DEFENCE"
"1","9/4/2011","1083","","9826","EDUCATION"
"1","9/25/2014","1107","","9827","EDUCATION"
"7","10/22/2013","536","","9828","TRANSPORT_ROADS_HOUSEHOLD"
"7","8/8/2010","454","","9829","TRANSPORT_ROADS_HOUSEHOLD"
"4","6/20/2014","1399","","9830","SOCIAL_WELFARE"
"0","10/11/2016","1377","","9831","ART"
"7","9/21/2012","898","","9832","TRANSPORT_ROADS_HOUSEHOLD"
"3","10/4/2009","1677","","9833","INTERGOVERNMENTAL_TRANSFERS"
"8","10/10/2011","1740","","9834","UTILITIES"
"6","9/20/2018","1164","","9835","SPORT"
"0","8/17/2009","27","","9836","ART"
"3","8/1/2014","1174","","9837","INTERGOVERNMENTAL_TRANSFERS"
"6","8/26/2018","1365","","9838","SPORT"
"7","7/4/2015","1317","","9839","TRANSPORT_ROADS_HOUSEHOLD"
"4","8/19/2009","1078","","9840","SOCIAL_WELFARE"
"8","1/25/2012","774","","9841","UTILITIES"
"7","1/13/2013","209","","9842","TRANSPORT_ROADS_HOUSEHOLD"
"6","10/27/2010","630","","9843","SPORT"
"5","8/14/2011","416","","9844","SOCIETY_DEFENCE"
"5","11/18/2013","1802","","9845","SOCIETY_DEFENCE"
"3","10/6/2015","529","","9846","INTERGOVERNMENTAL_TRANSFERS"
"6","4/6/2010","260","","9847","SPORT"
"5","2/28/2011","988","","9848","SOCIETY_DEFENCE"
"3","1/7/2011","742","","9849","INTERGOVERNMENTAL_TRANSFERS"
"8","5/25/2016","1513","","9850","UTILITIES"
"1","5/27/2012","225","","9851","EDUCATION"
"7","11/16/2016","435","","9852","TRANSPORT_ROADS_HOUSEHOLD"
"1","7/3/2013","1211","","9853","EDUCATION"
"8","7/11/2013","1388","","9854","UTILITIES"
"8","1/7/2014","1637","","9855","UTILITIES"
"4","3/2/2011","1743","","9856","SOCIAL_WELFARE"
"2","11/24/2012","1010","","9857","GOVERNANCE"
"1","3/9/2011","1218","","9858","EDUCATION"
"6","4/13/2012","27","","9859","SPORT"
"1","10/10/2016","1506","","9860","EDUCATION"
"7","4/16/2015","958","","9861","TRANSPORT_ROADS_HOUSEHOLD"
"8","8/16/2010","836","","9862","UTILITIES"
"4","8/26/2009","1990","","9863","SOCIAL_WELFARE"
"1","2/16/2013","1506","","9864","EDUCATION"
"3","5/6/2009","1474","","9865","INTERGOVERNMENTAL_TRANSFERS"
"8","7/19/2013","1353","","9866","UTILITIES"
"1","2/23/2013","516","","9867","EDUCATION"
